,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths,Total Investment Costs
10,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,3,0,0,11011373.336714193,105821381.86184722,146000000.0,358.59874720867697,0.0012025285250891714,251821740.46059442
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,4,0,0,3,0,0,3,0,0,55777473.54343016,145745913.93855652,0.0,754.0740753243382,0.004762979949834004,145746668.01263183
12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,3,0,0,3,0,0,4,0,0,8096447.30023176,146102175.6137664,30700000.0,263.562150594419,0.0008853547571262091,176802439.175917
13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,3,0,0,4,0,0,6951482.884231927,116076603.3592117,84600000.0,224.5070684211176,0.0007792035705616502,200676827.8662801
14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,26352105.85410441,102392258.05684146,115300000.0,652.5482323166327,0.0038741562210566948,217692910.60507378
15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,59122164.73615983,57078128.38598077,115300000.0,2412.540028288078,0.005024030194631804,172380540.92600906
16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,69729905.63967755,52519344.241183735,115300000.0,3111.2228451774017,0.005122520634460932,167822455.4640289
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,0,0,3,0,0,1,0,0,82638022.73596482,97949945.63596182,0.0,2712.9835120770986,0.008792074864689112,97952658.61947389
18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0,69960712.3512934,89774547.47828582,30700000.0,3051.127326593073,0.005329656870748508,120477598.60561241
19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,112271211.80788627,33735459.761828214,84600000.0,4743.572938316618,0.009443842721400548,118340203.33476654
20,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,23630200.617068708,66028556.70516652,267200000.0,467.43984162643886,0.006027373538806395,333229024.14500815
21,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,3,0,0,3,0,0,18749058.573174275,97349343.31807277,146000000.0,716.8694258078563,0.0020789011588617425,243350060.18749857
22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,51252140.66775279,63508401.44395137,115300000.0,1682.758514296292,0.005451087658363259,178810084.20246565
23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,79581659.32319768,84460235.52207956,30700000.0,3471.2864373476336,0.006089458463746646,115163706.8085169
24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,5,0,0,5,0,0,5,0,0,0.0,129902418.2573688,84600000.0,0.0,0.0,214502418.2573688
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,5,0,0,4,0,0,4,0,0,0.0,156968611.85017326,0.0,0.0,0.0,156968611.85017326
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,97981298.9792186,67774035.9981297,0.0,3997.9059097374397,0.008328372337019928,67778033.90403943
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,3,0,0,3,0,0,2,0,0,93585103.86536369,131169693.16155066,0.0,2095.938932654628,0.009608709816841407,131171789.10048331
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,5,0,0,3,0,0,4,0,0,6400013.7616246,155726824.18461627,0.0,206.8233478378976,0.000716035016451534,155727031.0079641
29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,6028702.943551987,109724338.27636325,115300000.0,137.39575328839402,0.000978469998181156,225024475.67211655
30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,2,0,0,3,0,0,35450448.8606727,99136841.95036522,61400000.0,707.4844680025108,0.008855758388996191,160537549.43483323
31,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,3,0,2,0,0,34292542.53148113,97484873.35272674,61400000.0,721.8324582525296,0.007860056114545131,158885595.18518502
32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,3,0,0,2,0,0,3,0,0,4,0,0,88111.08722510653,149096245.25281107,61400000.0,4.082166841655554,4.669564748876768e-06,210496249.33497792
33,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,25906917.2674893,61881638.71326314,297900000.0,513.442632804986,0.006566976363161214,359782152.15589595
34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,81701429.98659351,49235246.53753511,115300000.0,3599.63300358156,0.006141564845632133,164538846.1705387
35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,2,0,0,3,0,0,0,0,0,3,0,0,26580458.14240299,134623177.40234125,61400000.0,1320.5973892788368,0.0014189427380243399,196024497.99973053
36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,88919143.59255429,39697916.86686333,115300000.0,3460.884296379993,0.00954587529313293,155001377.75115973
37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,88259987.00809146,58840144.550849974,84600000.0,3684.1690243102225,0.007237993686883208,143443828.7198743
38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,8334371.508952718,146070654.737994,30700000.0,291.85852894248075,0.0010603950780372292,176770946.59652293
39,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,24951594.813588493,59441243.52862404,176700000.0,822.5932466686202,0.002617921306291483,236142066.12187073
40,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,38347059.48793438,27578229.96765524,176700000.0,1829.70073601257,0.0023903698584374277,204280059.66839126
41,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,3,0,0,23886969.04160111,100362043.80428383,230600000.0,0.0,0.00940929870489262,330962043.80428386
42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,4842695.449456446,149184888.60441038,30700000.0,184.57098444427515,0.00031371976526629273,179885073.17539483
43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,74817247.99401125,64907229.22808025,84600000.0,3043.9607652475843,0.006419897234247724,149510273.1888455
44,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,44449035.15593433,70378507.3560637,92100000.0,1316.6341314035708,0.0033300478064863435,162479823.9901951
45,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,23008383.96669734,66028556.70516652,176700000.0,755.5935584852142,0.00244541504237543,242729312.298725
46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,4,0,0,25153151.355250232,140642837.55620304,61400000.0,0.0,0.009767949567109524,202042837.55620304
47,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,29576334.32477857,67136016.49251947,146000000.0,970.0203593711726,0.0031569868991486536,213136986.51287884
48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,0,0,2,0,0,3,0,0,29656493.85251662,137381963.9021293,30700000.0,986.0475969237746,0.003083882172568661,168082949.94972622
49,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,87244354.92383769,27578229.96765524,146000000.0,3626.9329138350513,0.00863159076234672,173581856.90056908
50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,4,0,0,0.0,113871256.26826663,115300000.0,0.0,0.0,229171256.26826662
51,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,27270293.197859973,38804933.73898803,261300000.0,896.1997966839974,0.002891490357489538,300105829.9387847
52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,2,0,0,3,0,0,53385283.34981741,97106627.69780758,30700000.0,2178.6229551560023,0.004535273150899269,127808806.32076274
53,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,3,0,0,5,0,0,30434728.77492483,102684574.40132532,92100000.0,602.7354966378197,0.007733546060327083,194785177.13682196
54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,8,0,0,3,0,0,39519996.02150596,107913678.47300434,30700000.0,1298.7401241032744,0.004190644738987168,138614977.21312845
55,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,31021881.170136604,74938809.49900383,92100000.0,1012.4890755409489,0.0035685377599649778,167039821.98807937
56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,2,0,0,3,0,0,0,0,0,3,0,0,33968306.07704402,134623177.40234125,30700000.0,1652.9596273590464,0.0019855574134801657,165324830.3619686
57,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,25891765.118310966,74938809.49900383,213300000.0,513.2853581323014,0.006557047422344536,288239322.78436196
58,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,2,0,0,2,0,0,62502087.47226872,91803243.73270033,61400000.0,1479.64870376832,0.00598693986771852,153204723.3814041
59,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,54300816.457328685,40709196.77671887,146000000.0,1675.961454004767,0.007509808878770359,186710872.73817286
60,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,3,0,0,3,0,0,20495727.655871905,96359424.60341081,92100000.0,675.395067938334,0.0021536072384839315,188460099.99847874
61,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,2,0,0,4,0,0,20416980.051687382,101122136.92728668,146000000.0,679.862191590875,0.002109506124710899,247122816.78947827
62,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,1,4,0,0,24835967.65732285,70989497.82153745,261300000.0,492.46262423001167,0.006285084708929456,332289990.2841617
63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,3,0,0,2,0,0,3,0,0,65989377.24157731,132821661.75918913,30700000.0,1217.185416927528,0.005910453752743657,163522878.94460607
64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,2,0,0,2,0,0,97212702.15617478,89773029.48014271,30700000.0,2307.882025489554,0.009320024686504743,120475337.36216821
65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,58418906.11219594,91792315.74160133,30700000.0,1917.1570640948719,0.0062230270065351204,122494232.89866543
66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,3,0,0,2,0,0,89499570.9958581,90894356.95722897,30700000.0,2279.421407461944,0.008738079486873123,121596636.37863643
67,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,83974757.13301337,64833433.20475732,61400000.0,3482.9138517382967,0.008384803588638674,126236916.11860906
68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,84052265.68212019,60972751.93779178,84600000.0,3425.654077915411,0.007171302721614584,145576177.59186968
69,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,22250630.34007272,74525425.34796707,176700000.0,733.6274951199364,0.0023336978547231183,251226158.9754622
70,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,2,0,0,2,0,0,78167766.21213298,89773029.48014271,61400000.0,1643.694427480054,0.007216301554365471,151174673.1745702
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,3,0,0,3,0,0,2,0,0,63709185.40750699,131169693.16155066,0.0,2184.3269064273545,0.004972818247663259,131171877.48845708
72,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,5,0,4,0,0,25747336.897756524,76241017.24229679,230600000.0,510.29129376189894,0.006526042486732504,306841527.53359056
73,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,5,0,0,15987358.026664943,85815891.82145853,261300000.0,722.4568159532355,0.0012663335860673025,347116614.2782745
74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,3,0,0,3,0,0,16515995.242655858,113051012.8443946,84600000.0,579.2780757764892,0.0017835759177357118,197651592.12247038
75,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,2,0,0,3,0,0,4874267.278611881,105825593.45232254,176700000.0,229.54378091328812,0.0002540501645534672,282525822.99610347
76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,0,2,0,0,3,0,0,15618669.206230525,114324702.95561081,84600000.0,327.66727724728037,0.0034796094127468647,198925030.62288806
77,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,33136229.30387335,61881638.71326314,146000000.0,1091.3884484021914,0.003510017187389048,207882730.10171154
78,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,28204889.438987084,61881638.71326314,261300000.0,564.1172131757207,0.0070108501371261575,323182202.83047634
79,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,35282472.971409276,58840144.550849974,176700000.0,754.1553201840446,0.007668661166164695,235540898.70617017
80,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,25167907.952871487,104597605.14778653,115300000.0,636.9386934446794,0.0034931692998024936,219898242.08647996
81,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,77311236.95309186,71154233.51442356,61400000.0,3013.6291138993593,0.008641341377624255,132557247.14353746
82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,2,0,0,3,0,0,26525732.32410776,109300419.0640085,84600000.0,530.1576228915151,0.00667661518280852,193900949.2216314
83,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,1,0,0,3,0,0,2,0,0,3,0,0,19742467.119252082,137381963.9021293,61400000.0,818.5692218239863,0.0016244604790119524,198782782.47135112
84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,5,0,0,4,0,0,24138515.747642662,113667683.4572558,84600000.0,470.7753709272773,0.006459130961642299,198268154.2326267
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,0,0,2,0,0,2,0,0,40494365.079751894,134608667.82740456,0.0,1283.7445521847594,0.005013705572535834,134609951.57195675
86,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,0.0,108815451.5008919,236500000.0,0.0,0.0,345315451.5008919
87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,102237039.17823555,36130477.35013072,84600000.0,4295.843745392547,0.008656230870214566,120734773.19387612
88,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,21820403.41464639,73026495.47731057,261300000.0,892.7251387919769,0.001838264268036132,334327388.2024493
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,3,0,0,1,0,0,2,0,0,95718003.8177748,129037085.77460885,0.0,2165.3612042063096,0.009457426612193466,129039251.13581306
90,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,16141547.435942136,101248088.14211348,146000000.0,317.8950148574004,0.004177186916062068,247248406.03712833
91,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,3,0,0,3,0,0,2,0,0,3,0,0,5394941.601142206,146979541.51346534,61400000.0,253.88226511690087,0.0002813964485314802,208379795.39573047
92,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,52077281.63334404,60229670.115624666,115300000.0,1709.1006088858107,0.005546857856475374,175531379.21623355
93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,78271752.23711121,63895949.31822471,84600000.0,2564.606295620095,0.00838131496953715,148498513.92452034
94,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,46240483.77791128,76953120.10396542,61400000.0,1926.0266490177328,0.0037875813150944,138355046.13061443
95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,3,0,0,3,0,0,3,0,0,4,0,0,326209.0186454296,151126459.5053687,30700000.0,12.063246136955966,2.1791103748540326e-05,181826471.56861484
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,4,0,0,3,0,0,5,0,0,2062498.602038037,156631365.87941116,0.0,66.74819216260428,0.0002297237129783898,156631432.62760332
97,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,40100889.35653942,73286840.90136537,92100000.0,1251.8925868994518,0.0053454965031537295,165388092.79395226
98,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,57131561.98664369,58199455.863067046,115300000.0,1877.5680752059222,0.006057493224313334,173501333.43114224
99,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,17607628.06530373,81623349.41048583,176700000.0,491.7752304275338,0.0032911872652274885,258323841.18571627
100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,2,0,0,3,0,0,23165924.510767106,106905401.47570601,84600000.0,772.8582829248049,0.002401640705574399,191506174.33398893
101,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,61871019.47323865,56066848.47612524,115300000.0,2559.180377557677,0.005139799836880033,171369407.65650278
102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,3,0,0,1,0,0,3,0,0,24958715.075651422,140943977.7120075,30700000.0,905.7322639815919,0.002120806071898515,171644883.44427148
103,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,27189065.135727134,40046721.40454503,176700000.0,893.2966905975,0.0028853740308463836,216747614.70123562
104,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,6692201.5429193005,92972783.10000265,176700000.0,226.16608440846315,0.0010657453308854723,269673009.26608706
105,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,2,0,0,4,0,0,5,0,0,6171736.2900257725,148613308.30986318,61400000.0,249.5114866652366,0.0005405029142338004,210013557.82134986
106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,12397097.05255849,143076585.0989493,30700000.0,242.54369585912445,0.0032766004936219386,173776827.64264518
107,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,1,0,0,4,0,0,11280476.720085865,146963637.86586928,61400000.0,0.0,0.004649289057761163,208363637.86586928
108,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,25120629.46167101,44613177.82387923,176700000.0,1024.1566275617963,0.002140981347397447,221314201.9805068
109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,3,0,0,2,0,0,3,0,0,10471622.81178607,141955257.62186304,30700000.0,366.72177881327985,0.0009568390427601263,172655624.34364185
110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,0,0,3,0,0,3,0,0,17100708.30938414,110421746.54109478,84600000.0,553.8386089873942,0.00190029567340227,195022300.37970376
111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,92529119.5530319,52519344.241183735,84600000.0,3892.2666878672876,0.007525960732804279,137123236.5078716
112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,92362810.80247833,61865735.065667085,84600000.0,3032.078992309458,0.009828500682015595,146468767.1446594
113,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,59524092.469505206,58097062.72868286,115300000.0,1974.2605582967226,0.006223468150905205,173399036.98924118
114,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,39654561.89816121,54198317.90464217,146000000.0,1355.8062598873075,0.0038918485962601236,200199673.71090207
115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,82362385.1097484,89031465.65611869,30700000.0,2914.8527880000092,0.007755084603830889,119734380.50890669
116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,3,0,0,2,0,0,3,0,0,4,0,0,8518574.93902689,149096245.25281107,30700000.0,225.0166085497175,0.0017446366283457677,179796470.2694196
117,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,25405892.818620317,36031637.66426329,176700000.0,1035.992472148088,0.002163878034539783,212732673.65673545
118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,0,0,2,0,0,2,0,0,55522229.439660564,96363545.87564048,30700000.0,2264.05353592664,0.004729039364789411,127065809.9291764
